  b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46
a
12;48;49;40;48;48;45;60;35;48;54;60;44;56;46;45;56;46;54;54;58;51;55;55;37;59;41;41;45;38;42;42;50;40;51;50;40;52;36;42;48;61;36;51;48;48;56;47;
13;48;53;52;42;54;52;57;54;39;46;41;40;56;44;60;51;56;-1;49;50;58;51;36;57;39;60;45;38;46;47;-1;40;45;36;52;40;56;55;50;57;42;39;44;42;54;44;43;
14;48;35;45;55;38;40;51;40;54;46;37;42;36;48;48;44;54;41;40;48;47;60;46;51;45;50;36;49;48;56;55;42;52;48;48;60;54;59;50;42;56;45;56;58;41;51;61;
15;48;39;56;39;45;42;53;46;-1;60;36;39;52;41;49;45;52;44;42;40;50;38;40;42;54;56;58;46;56;54;52;44;51;47;55;44;57;60;36;-1;50;43;54;51;57;40;57;
16;48;38;54;36;54;47;45;48;52;54;56;41;35;40;46;48;41;60;50;56;48;59;45;51;45;51;37;48;40;46;36;55;48;50;56;61;55;40;42;44;48;51;49;42;60;42;58;
17;48;45;35;50;45;36;55;49;38;48;40;56;51;55;40;42;54;52;46;48;37;48;42;60;36;54;48;59;48;50;44;42;54;56;41;45;40;56;48;58;47;41;60;51;46;61;51;
18;48;48;60;54;56;56;54;55;59;45;42;51;52;48;51;56;49;48;35;60;46;46;58;55;41;38;50;50;36;61;48;47;40;45;48;44;45;54;51;37;41;42;40;40;42;36;48;
19;48;52;54;57;39;41;56;60;56;49;58;36;39;45;46;-1;45;52;56;50;42;44;54;43;53;42;52;54;46;40;44;51;-1;50;51;57;60;38;47;40;36;40;55;57;39;42;44;
20;48;56;60;60;42;57;46;-1;57;44;40;58;46;44;52;57;56;53;55;45;51;54;42;47;49;54;42;45;51;41;43;40;39;44;52;50;38;56;52;39;-1;50;39;54;36;36;40;
21;48;55;51;46;36;44;40;60;45;49;55;48;54;42;56;51;35;38;40;37;48;54;48;46;50;48;42;48;59;56;58;61;45;40;54;42;48;41;47;51;36;56;52;60;50;45;41;
22;48;60;42;46;57;40;46;52;56;55;51;42;49;42;51;43;39;52;38;52;-1;39;36;40;56;60;57;-1;44;58;44;57;53;45;54;47;54;45;41;40;44;50;56;39;50;54;36;
23;48;54;60;51;46;40;44;52;46;56;57;-1;55;54;54;40;49;60;45;57;43;57;44;58;38;52;39;53;39;51;36;47;56;42;42;41;-1;39;40;50;44;52;56;50;45;36;42;
24;48;36;45;54;35;48;50;59;45;48;36;50;55;44;49;42;38;54;48;56;40;41;56;45;51;40;55;56;40;48;42;58;54;47;52;41;46;60;48;51;37;46;48;61;42;51;60;
25;48;54;52;35;41;48;45;40;48;55;48;60;38;47;54;40;60;59;51;46;50;40;51;42;54;45;56;46;50;45;37;36;56;42;49;58;36;48;41;48;56;51;48;55;61;44;42;
26;48;55;38;-1;54;54;52;39;60;54;39;40;51;40;53;50;46;49;39;44;40;60;51;52;44;45;36;56;52;57;47;50;46;43;56;45;56;57;42;36;57;44;42;42;-1;58;41;
27;48;54;54;45;52;56;35;46;41;50;48;45;45;37;40;36;48;56;55;42;48;49;60;58;38;36;47;48;54;41;40;48;60;56;59;51;51;48;46;55;50;61;40;44;51;42;42;
28;48;59;49;41;40;41;48;45;48;38;45;42;60;42;35;50;48;40;54;51;60;50;44;40;56;52;46;36;45;42;56;48;46;61;54;36;54;51;58;48;51;48;55;56;55;47;37;
29;48;56;39;56;53;44;60;55;52;60;45;50;42;51;38;57;54;56;46;42;52;-1;47;39;57;49;-1;44;54;50;40;42;39;58;45;54;46;51;36;44;41;36;52;43;40;57;40;
30;48;60;46;44;46;57;55;54;49;45;43;44;38;39;39;36;56;42;-1;40;44;56;45;42;54;51;40;52;56;-1;54;40;60;57;57;58;52;53;51;47;42;41;39;50;52;50;36;
31;48;49;56;54;60;42;60;45;42;51;57;41;46;43;-1;40;57;39;44;44;40;52;58;50;46;38;44;56;52;52;57;39;56;-1;53;50;55;39;45;54;51;36;54;36;42;40;47;
32;48;40;48;60;48;60;56;45;46;54;51;55;59;41;38;42;40;50;52;42;61;51;48;47;49;48;45;35;54;44;46;56;54;58;55;37;41;45;42;50;51;40;36;48;36;48;56;
33;48;46;46;55;49;43;38;39;56;-1;44;45;54;40;56;54;60;57;52;51;42;39;52;36;60;44;57;54;45;44;39;36;42;40;56;42;51;52;-1;40;57;58;53;47;41;50;50;
34;48;56;59;52;49;46;41;36;40;45;41;42;48;56;45;48;48;46;38;61;45;54;42;36;60;54;42;51;35;58;50;48;48;51;40;48;54;55;51;56;60;55;50;47;44;37;40;
35;48;54;39;56;56;58;39;46;45;56;42;54;53;52;46;44;-1;51;60;47;36;55;39;44;52;57;41;60;49;36;45;-1;52;50;44;43;42;54;40;51;50;57;38;40;40;57;42;
36;48;54;50;48;55;42;48;41;51;56;42;47;46;51;48;51;36;35;59;36;44;38;56;56;40;40;58;52;60;37;61;60;45;48;45;50;49;54;40;45;55;48;54;41;48;46;42;
37;48;40;54;40;50;58;48;52;55;60;42;37;48;61;41;60;51;45;56;48;42;45;47;50;46;49;51;54;48;40;51;45;36;55;35;48;59;54;36;41;44;48;38;46;56;42;56;
38;48;38;54;52;60;39;51;53;46;39;40;51;44;36;52;47;46;56;56;42;57;42;-1;41;55;-1;54;39;54;40;40;50;49;44;60;52;45;56;57;50;43;45;57;36;44;42;58;
39;48;-1;52;54;51;50;39;60;44;56;47;43;56;36;42;58;55;54;39;39;40;46;44;51;45;52;50;56;57;57;42;41;38;54;60;40;53;49;40;52;36;57;46;45;42;44;-1;
40;48;56;45;53;-1;36;52;49;52;42;50;40;54;58;56;52;51;55;57;36;50;54;57;57;39;39;42;46;60;39;41;45;44;40;38;42;56;46;54;44;47;44;60;-1;43;51;40;
41;48;46;49;38;56;44;54;56;60;52;42;52;60;57;45;39;42;56;51;-1;57;53;41;50;46;55;43;39;-1;45;40;54;57;51;39;36;44;54;44;36;40;42;52;40;58;47;50;
42;48;41;48;38;60;50;54;50;56;36;56;61;54;48;55;47;59;40;45;45;42;48;51;44;52;45;48;54;51;51;56;37;49;41;48;42;35;40;60;40;46;42;46;36;58;48;55;
43;48;42;57;46;56;51;49;51;39;38;-1;36;56;57;44;44;53;54;54;41;44;56;50;36;60;46;40;52;55;42;42;43;52;52;39;40;60;-1;58;57;45;47;45;40;50;39;54;
44;48;45;-1;52;52;50;54;56;51;57;50;57;39;42;60;41;44;38;56;54;47;60;43;40;56;53;36;49;42;40;58;52;55;36;54;57;39;46;39;45;40;42;46;44;44;-1;51;
45;48;44;55;45;38;36;-1;56;54;52;54;57;52;47;39;50;60;46;54;43;39;56;40;45;51;56;40;57;53;42;50;36;46;57;49;44;39;42;44;42;40;-1;60;58;51;41;52;
46;48;39;53;60;52;45;42;38;54;46;52;47;57;-1;54;40;39;45;46;36;41;52;40;40;56;56;44;55;60;50;51;57;56;42;-1;39;49;44;50;42;58;54;51;44;36;43;57;
