  b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52
a
39;50;48;66;46;64;60;45;45;42;59;52;60;50;-1;67;44;59;63;46;51;56;52;55;48;54;57;64;64;57;54;48;55;52;56;51;46;63;59;44;67;-1;50;60;52;59;42;45;45;60;64;46;66;48;
40;40;47;50;66;52;45;57;60;45;53;43;65;60;60;44;51;58;52;56;48;50;48;60;53;66;68;54;54;68;66;53;60;48;50;48;56;52;58;51;44;60;60;65;43;53;45;60;57;45;52;66;50;47;
41;50;54;60;51;52;67;44;59;56;64;57;48;48;45;46;60;-1;59;42;52;46;64;66;55;45;63;50;50;63;45;55;66;64;46;52;42;59;-1;60;46;45;48;48;57;64;56;59;44;67;52;51;60;54;
42;68;58;56;51;63;65;48;64;50;52;58;48;42;54;40;55;60;60;56;57;48;43;55;48;63;42;61;61;42;63;48;55;43;48;57;56;60;60;55;40;54;42;48;58;52;50;64;48;65;63;51;56;58;
43;40;68;66;60;57;48;53;58;60;60;51;43;56;60;48;52;66;47;54;50;53;45;50;45;52;65;44;44;65;52;45;50;45;53;50;54;47;66;52;48;60;56;43;51;60;60;58;53;48;57;60;66;68;
44;68;60;57;56;55;43;63;54;48;48;48;42;50;52;61;58;64;63;42;65;55;40;51;48;60;58;56;56;58;60;48;51;40;55;65;42;63;64;58;61;52;50;42;48;48;48;54;63;43;55;56;57;60;
45;50;45;50;46;54;48;63;60;60;48;45;-1;51;57;55;59;52;64;66;42;67;56;64;52;44;59;46;46;59;44;52;64;56;67;42;66;64;52;59;55;57;51;-1;45;48;60;60;63;48;54;46;50;45;
46;68;64;40;43;42;56;48;63;51;58;60;63;55;55;50;58;48;54;48;61;57;42;65;56;52;60;48;48;60;52;56;65;42;57;61;48;54;48;58;50;55;55;63;60;58;51;63;48;56;42;43;40;64;
47;68;52;56;61;60;50;58;58;57;42;60;64;56;48;48;63;55;48;51;42;43;48;40;65;63;54;55;55;54;63;65;40;48;43;42;51;48;55;63;48;48;56;64;60;42;57;58;58;50;60;61;56;52;
48;50;59;52;60;60;64;52;45;55;44;48;63;56;64;50;57;59;45;48;67;66;46;51;46;-1;54;42;42;54;-1;46;51;46;66;67;48;45;59;57;50;64;56;63;48;44;55;45;52;64;60;60;52;59;
49;68;48;55;48;52;56;54;63;56;64;63;55;61;60;65;48;60;42;40;51;50;57;48;42;58;58;43;43;58;58;42;48;57;50;51;40;42;60;48;65;60;61;55;63;64;56;63;54;56;52;48;55;48;
50;58;52;-1;63;44;63;41;57;60;56;58;66;51;48;64;62;42;53;48;49;54;44;49;45;62;60;56;56;60;62;45;49;44;54;49;48;53;42;62;64;48;51;66;58;56;60;57;41;63;44;63;-1;52;
51;58;48;56;64;52;51;60;62;-1;66;62;42;63;58;45;53;44;56;49;48;63;60;44;49;41;57;54;54;57;41;49;44;60;63;48;49;56;44;53;45;58;63;42;62;66;-1;62;60;51;52;64;56;48;
52;40;52;48;50;51;48;52;60;53;57;65;68;45;53;54;43;60;66;60;45;60;44;66;50;58;47;56;56;47;58;50;66;44;60;45;60;66;60;43;54;53;45;68;65;57;53;60;52;48;51;50;48;52;
