  b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88
a
22;80;96;96;102;84;88;86;96;84;84;105;78;87;106;91;92;101;105;100;98;87;94;76;76;100;86;84;95;73;78;81;93;96;82;108;80;96;80;82;75;87;81;104;95;97;97;95;104;81;87;75;82;80;96;80;108;82;96;93;81;78;73;95;84;86;100;76;76;94;87;98;100;105;101;92;91;106;87;78;105;84;84;96;86;88;84;102;96;96;
23;106;78;100;91;88;82;99;104;83;89;90;84;74;81;84;87;76;79;108;76;103;85;100;90;86;83;103;96;90;90;72;88;102;81;89;90;-1;100;105;92;88;105;84;84;102;102;84;84;105;88;92;105;100;-1;90;89;81;102;88;72;90;90;96;103;83;86;90;100;85;103;76;108;79;76;87;84;81;74;84;90;89;83;104;99;82;88;91;100;78;
24;106;100;102;90;78;85;84;86;100;103;84;83;91;76;105;103;88;108;88;96;82;79;92;90;99;76;105;90;104;87;100;72;83;84;-1;88;89;81;90;102;90;74;89;81;84;84;81;89;74;90;102;90;81;89;88;-1;84;83;72;100;87;104;90;105;76;99;90;92;79;82;96;88;108;88;103;105;76;91;83;84;103;100;86;84;85;78;90;102;100;
25;80;97;96;95;96;104;102;81;84;87;88;75;86;82;96;80;84;96;84;80;105;108;78;82;87;96;106;93;91;81;92;78;101;73;105;95;100;84;98;86;87;100;94;76;76;76;76;94;100;87;86;98;84;100;95;105;73;101;78;92;81;91;93;106;96;87;82;78;108;105;80;84;96;84;80;96;82;86;75;88;87;84;81;102;104;96;95;96;97;
26;74;93;108;78;90;96;102;104;92;96;90;99;80;101;78;96;84;106;89;72;99;75;77;96;92;104;91;92;97;90;98;77;90;88;94;91;81;95;-1;75;90;97;76;80;80;80;80;76;97;90;75;-1;95;81;91;94;88;90;77;98;90;97;92;91;104;92;96;77;75;99;72;89;106;84;96;78;101;80;99;90;96;92;104;102;96;90;78;108;93;
27;74;76;96;95;90;90;96;92;99;77;104;106;98;80;91;104;90;108;80;78;75;92;94;101;90;89;92;96;72;97;78;88;96;-1;90;80;93;97;102;81;99;77;84;91;75;75;91;84;77;99;81;102;97;93;80;90;-1;96;88;78;97;72;96;92;89;90;101;94;92;75;78;80;108;90;104;91;80;98;106;104;77;99;92;96;90;90;95;96;76;
28;106;83;76;86;102;88;105;81;83;79;89;78;104;87;90;88;92;84;89;103;108;90;100;99;84;100;72;105;84;90;96;76;84;91;82;81;85;90;100;102;-1;90;103;74;88;88;74;103;90;-1;102;100;90;85;81;82;91;84;76;96;90;84;105;72;100;84;99;100;90;108;103;89;84;92;88;90;87;104;78;89;79;83;81;105;88;102;86;76;83;
29;74;99;90;90;96;99;77;-1;89;108;77;76;92;104;101;88;81;84;90;92;80;104;96;96;91;94;78;102;91;80;96;78;106;95;90;80;92;97;97;75;93;72;75;98;90;90;98;75;72;93;75;97;97;92;80;90;95;106;78;96;80;91;102;78;94;91;96;96;104;80;92;90;84;81;88;101;104;92;76;77;108;89;-1;77;99;96;90;90;99;
30;74;108;90;102;92;90;80;78;84;89;99;77;92;91;97;98;90;94;81;-1;90;76;80;80;97;75;95;91;88;77;90;92;104;96;75;72;106;96;101;99;96;104;96;78;93;93;78;96;104;96;99;101;96;106;72;75;96;104;92;90;77;88;91;95;75;97;80;80;76;90;-1;81;94;90;98;97;91;92;77;99;89;84;78;80;90;92;102;90;108;
31;74;77;80;96;93;75;80;92;108;99;76;104;78;72;97;91;90;89;90;92;96;106;75;97;102;84;-1;90;104;96;95;98;92;78;81;77;96;101;91;90;90;80;94;88;99;99;88;94;80;90;90;91;101;96;77;81;78;92;98;95;96;104;90;-1;84;102;97;75;106;96;92;90;89;90;91;97;72;78;104;76;99;108;92;80;75;93;96;80;77;
32;80;87;84;93;100;76;95;106;96;84;97;88;80;91;84;76;105;96;84;81;96;75;105;81;98;94;73;87;80;102;95;86;108;92;86;100;101;82;96;104;96;82;78;78;87;87;78;78;82;96;104;96;82;101;100;86;92;108;86;95;102;80;87;73;94;98;81;105;75;96;81;84;96;105;76;84;91;80;88;97;84;96;106;95;76;100;93;84;87;
33;106;89;108;96;-1;102;90;103;79;83;78;90;76;90;100;84;89;83;76;104;100;84;103;90;105;84;81;86;87;99;91;74;85;72;92;105;102;90;84;82;88;81;100;88;88;88;88;100;81;88;82;84;90;102;105;92;72;85;74;91;99;87;86;81;84;105;90;103;84;100;104;76;83;89;84;100;90;76;90;78;83;79;103;90;102;-1;96;108;89;
34;100;85;78;93;94;100;96;72;93;87;88;107;80;94;86;104;80;82;85;79;99;74;98;75;84;84;105;96;76;84;83;84;99;92;98;96;100;102;84;89;102;75;96;93;104;104;93;96;75;102;89;84;102;100;96;98;92;99;84;83;84;76;96;105;84;84;75;98;74;99;79;85;82;80;104;86;94;80;107;88;87;93;72;96;100;94;93;78;85;
35;74;104;75;78;99;81;97;78;77;76;106;92;88;77;102;72;80;99;96;98;94;96;84;97;96;108;92;95;80;101;-1;91;93;92;90;96;90;91;90;90;75;80;89;104;90;90;104;89;80;75;90;90;91;90;96;90;92;93;91;-1;101;80;95;92;108;96;97;84;96;94;98;96;99;80;72;102;77;88;92;106;76;77;78;97;81;99;78;75;104;
36;100;100;88;104;99;84;83;96;102;104;89;98;84;84;79;86;87;94;85;96;107;80;74;105;84;100;75;93;84;92;76;75;85;94;93;93;78;72;80;82;98;96;99;102;96;96;102;99;96;98;82;80;72;78;93;93;94;85;75;76;92;84;93;75;100;84;105;74;80;107;96;85;94;87;86;79;84;84;98;89;104;102;96;83;84;99;104;88;100;
37;74;90;99;98;90;75;90;72;96;93;99;75;77;97;-1;97;89;92;108;80;77;90;76;95;92;106;104;78;101;96;88;80;81;91;84;102;90;78;92;94;80;91;104;96;96;96;96;104;91;80;94;92;78;90;102;84;91;81;80;88;96;101;78;104;106;92;95;76;90;77;80;108;92;89;97;-1;97;77;75;99;93;96;72;90;75;90;98;99;90;
38;74;96;90;96;99;104;98;91;90;80;75;94;90;92;72;78;96;90;93;102;99;84;75;91;77;81;97;80;-1;88;97;96;89;101;92;78;108;104;80;106;77;92;90;95;76;76;95;90;92;77;106;80;104;108;78;92;101;89;96;97;88;-1;80;97;81;77;91;75;84;99;102;93;90;96;78;72;92;90;94;75;80;90;91;98;104;99;96;90;96;
39;80;88;105;92;87;86;81;80;87;97;75;108;78;100;98;91;84;84;96;86;78;101;94;84;93;96;81;95;82;82;73;76;100;106;84;102;96;96;87;105;76;95;96;80;104;104;80;96;95;76;105;87;96;96;102;84;106;100;76;73;82;82;95;81;96;93;84;94;101;78;86;96;84;84;91;98;100;78;108;75;97;87;80;81;86;87;92;105;88;
40;100;94;93;80;80;99;84;76;99;100;102;104;75;102;92;84;84;74;82;94;87;100;85;93;72;107;104;79;75;96;84;96;89;93;96;84;98;83;105;98;85;86;88;96;78;78;96;88;86;85;98;105;83;98;84;96;93;89;96;84;96;75;79;104;107;72;93;85;100;87;94;82;74;84;84;92;102;75;104;102;100;99;76;84;99;80;80;93;94;
41;106;84;82;100;90;102;87;96;103;100;83;79;72;74;90;104;88;100;102;91;92;83;89;81;90;108;86;90;76;90;84;81;89;105;88;84;78;105;99;-1;84;88;76;103;85;85;103;76;88;84;-1;99;105;78;84;88;105;89;81;84;90;76;90;86;108;90;81;89;83;92;91;102;100;88;104;90;74;72;79;83;100;103;96;87;102;90;100;82;84;
42;100;85;100;96;82;85;79;102;98;80;78;99;84;92;104;93;74;89;99;86;94;98;102;84;94;100;75;75;83;80;96;84;96;84;107;72;84;93;76;88;93;105;104;96;87;87;96;104;105;93;88;76;93;84;72;107;84;96;84;96;80;83;75;75;100;94;84;102;98;94;86;99;89;74;93;104;92;84;99;78;80;98;102;79;85;82;96;100;85;
43;106;90;103;72;88;92;90;76;89;78;84;85;88;105;105;90;108;83;100;74;100;102;84;100;96;79;104;91;81;90;81;84;-1;103;76;99;88;84;86;89;102;90;83;87;82;82;87;83;90;102;89;86;84;88;99;76;103;-1;84;81;90;81;91;104;79;96;100;84;102;100;74;100;83;108;90;105;105;88;85;84;78;89;76;90;92;88;72;103;90;
44;80;101;96;81;86;84;96;76;75;108;100;96;91;81;95;95;78;88;94;80;96;87;84;87;73;97;78;106;102;98;80;82;76;86;105;84;104;93;92;96;105;82;87;100;84;84;100;87;82;105;96;92;93;104;84;105;86;76;82;80;98;102;106;78;97;73;87;84;87;96;80;94;88;78;95;95;81;91;96;100;108;75;76;96;84;86;81;96;101;
45;80;105;87;81;87;75;78;98;84;96;78;94;93;81;82;73;100;84;96;87;76;96;104;80;95;105;96;102;106;76;82;95;96;84;101;86;84;91;100;108;97;80;86;92;88;88;92;86;80;97;108;100;91;84;86;101;84;96;95;82;76;106;102;96;105;95;80;104;96;76;87;96;84;100;73;82;81;93;94;78;96;84;98;78;75;87;81;87;105;
46;106;76;102;105;83;89;104;90;92;89;108;100;84;72;84;96;84;82;85;100;-1;103;88;74;90;102;90;81;91;76;90;105;100;99;90;103;84;88;87;78;79;81;88;86;83;83;86;88;81;79;78;87;88;84;103;90;99;100;105;90;76;91;81;90;102;90;74;88;103;-1;100;85;82;84;96;84;72;84;100;108;89;92;90;104;89;83;105;102;76;
47;100;107;98;92;104;98;75;80;85;88;74;99;93;96;84;94;78;87;99;84;96;100;84;86;93;93;79;83;75;102;105;104;94;72;85;84;102;84;96;80;100;96;82;76;89;89;76;82;96;100;80;96;84;102;84;85;72;94;104;105;102;75;83;79;93;93;86;84;100;96;84;99;87;78;94;84;96;93;99;74;88;85;80;75;98;104;92;98;107;
48;106;88;83;74;76;103;86;90;102;-1;88;102;105;100;81;90;83;85;79;81;89;82;78;91;104;84;87;76;90;96;88;90;92;84;84;105;89;72;103;100;108;84;90;99;100;100;99;90;84;108;100;103;72;89;105;84;84;92;90;88;96;90;76;87;84;104;91;78;82;89;81;79;85;83;90;81;100;105;102;88;-1;102;90;86;103;76;74;83;88;
49;100;96;100;102;88;99;104;96;99;98;84;82;83;80;96;72;102;78;104;93;89;93;98;94;84;85;84;75;79;76;86;92;87;84;94;93;85;75;96;100;107;84;80;105;74;74;105;80;84;107;100;96;75;85;93;94;84;87;92;86;76;79;75;84;85;84;94;98;93;89;93;104;78;102;72;96;80;83;82;84;98;99;96;104;99;88;102;100;96;
50;80;84;101;100;96;87;81;82;86;105;84;96;96;92;76;93;75;104;108;84;100;105;96;86;91;76;81;82;95;80;95;98;78;102;88;106;94;78;80;97;96;73;87;87;84;84;87;87;73;96;97;80;78;94;106;88;102;78;98;95;80;95;82;81;76;91;86;96;105;100;84;108;104;75;93;76;92;96;96;84;105;86;82;81;87;96;100;101;84;
51;74;92;84;92;90;90;97;88;104;106;96;93;104;96;96;77;75;76;94;91;89;90;108;102;78;77;98;-1;80;91;92;72;99;78;96;101;75;90;95;80;81;97;99;80;90;90;80;99;97;81;80;95;90;75;101;96;78;99;72;92;91;80;-1;98;77;78;102;108;90;89;91;94;76;75;77;96;96;104;93;96;106;104;88;97;90;90;92;84;92;
52;74;84;90;97;104;96;104;96;75;94;89;108;78;98;80;92;99;96;75;95;81;99;90;80;97;80;90;101;78;72;91;-1;77;102;90;91;76;77;96;93;106;88;90;92;92;92;92;90;88;106;93;96;77;76;91;90;102;77;-1;91;72;78;101;90;80;97;80;90;99;81;95;75;96;99;92;80;98;78;108;89;94;75;96;104;96;104;97;90;84;
53;100;93;80;84;99;102;75;92;84;82;87;85;72;104;75;84;89;96;98;105;85;88;78;96;86;98;83;84;93;96;96;79;107;93;100;94;74;84;102;104;100;76;99;80;94;94;80;99;76;100;104;102;84;74;94;100;93;107;79;96;96;93;84;83;98;86;96;78;88;85;105;98;96;89;84;75;104;72;85;87;82;84;92;75;102;99;84;80;93;
54;74;90;96;77;89;77;92;101;81;90;80;96;91;78;91;96;106;90;92;97;93;75;90;98;72;75;97;80;95;78;80;102;94;96;104;92;84;88;104;76;108;-1;99;90;99;99;90;99;-1;108;76;104;88;84;92;104;96;94;102;80;78;95;80;97;75;72;98;90;75;93;97;92;90;106;96;91;78;91;96;80;90;81;101;92;77;89;77;96;90;
55;100;98;74;94;96;93;105;84;100;89;80;85;102;93;84;84;88;104;107;75;99;78;100;79;104;102;96;76;96;72;75;86;99;96;85;92;98;80;93;87;84;83;94;84;82;82;84;94;83;84;87;93;80;98;92;85;96;99;86;75;72;96;76;96;102;104;79;100;78;99;75;107;104;88;84;84;93;102;85;80;89;100;84;105;93;96;94;74;98;
56;106;92;84;90;100;79;81;99;102;82;89;76;90;96;74;105;78;88;90;90;85;108;102;104;84;88;90;87;86;103;81;100;100;105;89;72;103;76;88;83;84;91;-1;84;83;83;84;-1;91;84;83;88;76;103;72;89;105;100;100;81;103;86;87;90;88;84;104;102;108;85;90;90;88;78;105;74;96;90;76;89;82;102;99;81;79;100;90;84;92;
57;80;86;75;91;78;96;73;102;76;104;105;84;82;93;86;98;97;87;88;81;108;84;101;81;76;96;95;80;87;106;82;84;96;100;87;92;105;80;78;84;94;95;100;96;96;96;96;100;95;94;84;78;80;105;92;87;100;96;84;82;106;87;80;95;96;76;81;101;84;108;81;88;87;97;98;86;93;82;84;105;104;76;102;73;96;78;91;75;86;
58;74;81;106;72;94;108;-1;96;75;90;90;90;101;96;98;102;76;99;104;97;92;80;96;92;91;90;80;104;90;92;80;97;96;77;77;78;75;78;88;99;84;95;93;91;89;89;91;93;95;84;99;88;78;75;78;77;77;96;97;80;92;90;104;80;90;91;92;96;80;92;97;104;99;76;102;98;96;101;90;90;90;75;96;-1;108;94;72;106;81;
59;74;75;76;91;96;84;95;77;90;99;90;81;96;102;92;97;99;93;77;80;104;90;106;-1;98;96;80;88;91;78;104;97;90;72;108;96;80;92;78;89;75;90;92;101;94;94;101;92;90;75;89;78;92;80;96;108;72;90;97;104;78;91;88;80;96;98;-1;106;90;104;80;77;93;99;97;92;102;96;81;90;99;90;77;95;84;96;91;76;75;
60;74;90;104;104;75;89;78;80;99;75;81;90;97;90;78;91;77;90;76;96;106;90;92;92;88;93;77;91;102;-1;72;101;80;80;99;95;96;92;98;108;94;96;96;97;84;84;97;96;96;94;108;98;92;96;95;99;80;80;101;72;-1;102;91;77;93;88;92;92;90;106;96;76;90;77;91;78;90;97;90;81;75;99;80;78;89;75;104;104;90;
61;106;82;90;87;103;83;72;90;88;102;92;89;90;86;76;84;89;88;78;99;84;76;85;103;88;-1;105;84;105;81;90;90;108;81;83;91;100;104;74;79;100;96;102;100;84;84;100;102;96;100;79;74;104;100;91;83;81;108;90;90;81;105;84;105;-1;88;103;85;76;84;99;78;88;89;84;76;86;90;89;92;102;88;90;72;83;103;87;90;82;
62;74;90;92;80;84;99;92;97;90;81;90;80;97;95;88;90;104;75;106;101;96;96;93;78;104;99;96;72;96;92;77;91;75;80;76;-1;94;98;91;77;89;78;90;102;108;108;102;90;78;89;77;91;98;94;-1;76;80;75;91;77;92;96;72;96;99;104;78;93;96;96;101;106;75;104;90;88;95;97;80;90;81;90;97;92;99;84;80;92;90;
63;74;94;75;101;76;92;91;90;96;75;84;89;95;78;77;92;90;80;99;96;90;108;81;72;96;90;102;97;92;104;97;78;99;91;93;88;77;80;80;96;104;98;90;-1;106;106;-1;90;98;104;96;80;80;77;88;93;91;99;78;97;104;92;97;102;90;96;72;81;108;90;96;99;80;90;92;77;78;95;89;84;75;96;90;91;92;76;101;75;94;
64;80;105;108;82;94;84;106;81;104;86;84;84;84;95;78;87;88;76;75;82;101;96;100;80;80;87;102;91;93;81;100;96;105;95;97;73;78;86;76;87;96;92;96;98;96;96;98;96;92;96;87;76;86;78;73;97;95;105;96;100;81;93;91;102;87;80;80;100;96;101;82;75;76;88;87;78;95;84;84;84;86;104;81;106;84;94;82;108;105;
65;106;-1;79;76;89;100;105;87;85;102;88;88;81;90;72;99;84;84;83;90;83;102;89;96;103;90;84;104;90;86;74;105;82;88;100;84;92;91;81;103;76;100;78;90;108;108;90;78;100;76;103;81;91;92;84;100;88;82;105;74;86;90;104;84;90;103;96;89;102;83;90;83;84;84;99;72;90;81;88;88;102;85;87;105;100;89;76;79;-1;
66;106;89;85;81;84;83;103;90;82;92;76;108;100;91;88;86;90;102;84;90;102;100;-1;76;87;88;99;90;96;104;105;84;103;90;78;81;100;74;84;89;83;72;88;105;79;79;105;88;72;83;89;84;74;100;81;78;90;103;84;105;104;96;90;99;88;87;76;-1;100;102;90;84;102;90;86;88;91;100;108;76;92;82;90;103;83;84;81;85;89;
67;80;108;94;106;104;84;84;78;88;75;101;100;80;102;93;100;105;97;78;76;96;96;96;98;92;87;86;73;95;96;81;91;87;80;96;82;76;87;95;84;86;81;84;82;105;105;82;84;81;86;84;95;87;76;82;96;80;87;91;81;96;95;73;86;87;92;98;96;96;96;76;78;97;105;100;93;102;80;100;101;75;88;78;84;84;104;106;94;108;
68;100;80;99;75;84;87;72;75;89;98;85;78;86;83;93;96;107;100;74;102;100;99;94;80;76;104;84;94;93;79;96;84;98;96;88;105;96;84;104;85;82;92;102;84;93;93;84;102;92;82;85;104;84;96;105;88;96;98;84;96;79;93;94;84;104;76;80;94;99;100;102;74;100;107;96;93;83;86;78;85;98;89;75;72;87;84;75;99;80;
69;100;100;82;79;98;78;84;104;74;99;94;102;94;75;83;96;96;107;84;76;93;104;87;96;105;88;93;72;84;84;80;75;100;84;98;86;89;93;92;99;80;102;85;96;85;85;96;85;102;80;99;92;93;89;86;98;84;100;75;80;84;84;72;93;88;105;96;87;104;93;76;84;107;96;96;83;75;94;102;94;99;74;104;84;78;98;79;82;100;
70;74;80;93;80;108;76;78;97;90;90;96;75;102;-1;104;95;92;81;96;91;90;94;99;88;80;90;101;77;78;98;96;90;84;97;106;92;89;91;72;104;99;92;75;96;77;77;96;75;92;99;104;72;91;89;92;106;97;84;90;96;98;78;77;101;90;80;88;99;94;90;91;96;81;92;95;104;-1;102;75;96;90;90;97;78;76;108;80;93;80;
71;100;104;85;93;78;96;93;75;94;102;100;89;96;84;72;102;93;100;87;96;88;98;107;92;80;99;94;84;86;83;104;84;80;76;82;96;85;105;79;84;99;84;74;75;98;98;75;74;84;99;84;79;105;85;96;82;76;80;84;104;83;86;84;94;99;80;92;107;98;88;96;87;100;93;102;72;84;96;89;100;102;94;75;93;96;78;93;85;104;
72;100;87;85;96;100;104;96;105;82;93;85;88;79;76;102;93;98;84;80;72;78;107;99;84;84;96;92;84;104;96;93;80;74;83;89;75;99;75;86;100;94;94;98;84;102;102;84;98;94;94;100;86;75;99;75;89;83;74;80;93;96;104;84;92;96;84;84;99;107;78;72;80;84;98;93;102;76;79;88;85;93;82;105;96;104;100;96;85;87;
