  b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58
a
10;60;74;48;61;54;75;46;64;66;64;63;60;52;57;66;68;57;66;70;-1;71;56;60;65;59;48;68;67;64;69;51;56;53;52;72;61;55;60;64;49;-1;50;54;63;52;54;63;68;60;57;56;54;56;74;45;66;59;72;46;
11;60;54;66;52;57;71;59;64;53;55;-1;52;60;56;59;74;75;64;57;66;56;48;69;52;60;50;54;57;74;72;48;46;63;66;70;60;68;51;72;64;54;63;56;45;46;61;64;60;68;-1;65;67;56;61;49;63;68;54;66;
12;60;72;51;60;58;70;72;52;72;69;67;64;64;60;72;70;64;51;56;66;62;70;63;65;47;55;49;54;63;54;66;57;66;71;65;73;55;57;50;58;54;64;69;56;50;48;60;56;56;53;51;48;68;48;50;62;60;69;48;
13;60;72;66;74;54;57;68;54;63;50;49;60;61;52;56;69;67;48;65;56;-1;66;68;57;60;64;64;75;61;74;46;59;45;56;56;60;63;52;54;-1;64;55;72;53;51;64;68;59;60;71;70;57;66;52;63;66;46;54;48;
14;60;66;72;54;64;68;63;74;70;61;56;63;67;52;48;-1;55;74;60;64;54;61;71;60;45;52;69;63;54;56;64;66;57;51;68;75;60;49;59;66;56;60;46;65;-1;72;68;53;57;64;59;50;46;57;52;56;66;48;54;
15;60;64;47;55;56;72;60;55;57;53;51;72;49;50;51;60;70;54;58;48;58;64;63;54;68;70;51;54;64;48;72;56;66;69;50;52;66;57;56;62;72;62;66;50;60;69;70;71;48;69;67;63;65;60;48;64;65;73;56;
16;60;64;65;70;60;63;67;48;71;70;60;50;62;51;56;55;52;56;66;64;48;73;51;48;54;63;58;48;54;69;51;66;72;62;57;66;72;69;47;72;56;54;64;68;65;64;69;58;70;60;50;49;72;53;57;60;50;55;56;
17;60;52;72;70;63;73;69;53;60;58;64;56;55;66;58;60;48;72;72;70;63;54;55;56;51;69;70;64;66;49;71;54;56;50;51;69;64;65;66;57;50;48;48;72;60;62;54;65;64;56;62;60;67;51;47;57;50;48;68;
18;60;57;53;60;75;56;60;74;63;68;54;46;68;56;68;54;71;55;56;64;48;50;72;66;51;63;61;-1;61;54;66;59;-1;59;57;69;54;48;70;72;56;64;65;49;66;52;64;52;74;66;52;57;46;60;64;45;60;67;63;
19;60;60;72;69;64;70;56;70;47;54;66;71;55;58;69;48;56;48;50;69;72;58;52;67;60;64;66;63;55;63;57;65;57;54;56;60;53;68;62;48;51;70;72;64;72;51;62;65;49;54;66;73;50;64;50;56;51;48;60;
20;60;62;54;72;70;64;51;63;69;60;65;56;58;47;50;70;55;48;72;49;60;52;54;56;72;63;56;69;54;53;67;66;51;64;57;48;64;66;68;60;71;48;72;65;50;70;73;62;64;55;60;51;57;69;56;50;48;66;58;
21;60;54;50;63;53;51;50;64;58;52;65;51;54;60;47;48;66;60;72;64;69;55;58;57;48;49;48;70;56;64;56;64;50;72;71;72;63;62;65;51;56;48;60;54;72;73;60;66;69;55;68;62;56;70;69;67;57;70;66;
22;60;70;69;58;55;60;72;54;51;64;71;50;64;57;48;62;64;60;47;48;52;63;53;64;66;48;70;55;69;66;54;51;65;50;72;54;56;67;57;68;72;73;60;56;58;72;63;56;70;49;56;69;66;48;60;65;62;51;50;
23;60;68;56;-1;54;52;64;75;56;72;59;56;66;63;63;55;61;69;66;60;60;68;50;66;72;74;67;74;71;63;57;49;46;53;46;48;54;70;52;60;60;54;51;59;65;57;57;54;64;61;48;64;45;56;68;66;-1;64;52;
24;60;64;66;56;64;61;54;57;59;54;60;70;48;53;49;63;74;74;66;68;60;69;55;63;56;72;75;52;-1;68;52;-1;68;45;48;64;57;65;51;60;52;54;46;46;57;71;67;72;50;60;66;61;63;66;59;56;64;54;56;
25;60;58;72;64;64;62;47;63;66;55;54;50;56;68;60;72;70;69;60;51;70;55;54;71;57;64;48;53;48;69;51;72;67;72;56;63;49;66;65;50;69;60;51;50;48;60;52;64;70;66;65;54;57;73;58;56;56;48;62;
26;60;66;50;69;51;55;62;70;65;48;60;66;48;64;66;53;69;63;56;52;49;48;70;47;56;60;63;64;72;62;58;48;56;57;60;64;73;50;72;71;68;64;57;51;67;54;56;72;54;60;72;55;50;58;65;69;51;70;54;
27;60;70;66;48;72;64;57;60;51;51;66;56;60;56;71;56;58;66;65;53;70;62;73;51;72;70;55;48;52;63;57;68;72;65;50;48;69;47;58;50;67;55;54;62;64;49;64;60;64;54;69;69;60;63;56;48;72;54;50;
28;60;48;57;51;60;56;65;62;72;48;57;65;69;50;54;49;64;69;56;54;70;72;60;66;56;58;53;73;70;52;68;50;47;67;62;64;54;60;48;50;66;64;51;56;71;66;70;51;55;63;72;48;58;55;64;60;69;63;72;
29;60;53;58;54;66;69;48;56;50;63;56;72;69;56;57;54;51;52;60;60;55;49;64;72;62;48;73;55;70;70;50;50;65;47;72;58;48;56;71;65;60;60;68;69;66;63;64;51;48;64;57;70;64;72;51;54;66;62;67;
30;60;48;56;57;50;64;53;72;65;60;66;49;75;51;66;56;63;52;60;61;64;74;-1;52;63;61;74;68;54;66;54;66;52;46;59;57;68;-1;46;56;59;60;68;57;64;54;69;45;71;54;60;55;48;67;56;70;63;64;72;
31;60;61;60;63;60;72;52;64;52;71;66;56;64;54;70;74;69;75;-1;57;54;67;61;64;66;57;48;74;55;52;68;65;46;72;63;54;56;59;53;66;63;-1;45;51;46;50;66;56;64;54;49;68;56;68;48;60;57;60;59;
32;60;54;63;61;67;-1;60;61;45;63;64;51;60;66;46;72;57;50;52;48;66;64;74;56;52;55;64;71;52;54;66;68;49;56;65;68;64;46;56;54;72;68;70;63;48;74;54;60;69;56;57;75;59;60;-1;53;59;57;66;
33;60;50;65;75;63;64;63;54;52;68;59;64;71;48;63;48;64;60;51;52;74;61;66;46;-1;60;54;54;67;64;56;53;66;66;60;-1;74;54;59;46;68;69;60;56;72;57;72;49;56;61;52;68;66;57;56;57;45;55;70;
34;60;57;49;69;-1;64;46;60;64;64;70;66;72;68;60;67;66;64;59;63;55;68;57;46;66;54;61;48;68;75;45;52;72;59;66;54;74;63;52;65;57;61;56;54;53;60;52;48;54;50;56;56;60;74;56;-1;51;71;63;
35;60;69;56;54;55;48;50;58;60;63;57;54;53;48;72;51;49;73;50;48;60;64;70;66;58;56;69;52;64;55;65;56;68;51;64;62;54;50;56;60;72;70;47;71;69;48;72;67;66;63;57;60;62;70;72;65;66;64;51;
36;60;55;51;64;64;52;66;69;65;56;72;58;70;66;62;70;60;64;57;60;63;48;66;50;67;73;72;49;48;51;69;72;71;48;47;53;70;54;72;57;60;63;56;60;50;58;54;50;62;48;64;55;51;54;68;56;56;69;65;
37;60;55;57;57;68;61;49;57;56;69;46;54;-1;66;53;64;54;60;46;61;52;60;48;48;64;68;54;64;75;50;70;45;56;66;52;56;72;72;60;68;59;74;60;66;56;67;54;-1;66;74;51;64;63;71;59;52;63;63;65;
38;60;56;54;54;48;63;66;69;56;52;52;45;57;60;46;71;50;61;59;54;64;64;57;60;53;74;68;55;72;-1;-1;48;65;52;46;67;60;63;56;56;66;61;59;70;49;74;60;63;75;68;68;64;51;54;57;72;66;66;64;
39;60;64;70;67;55;54;45;54;57;60;56;-1;57;46;66;66;68;61;52;74;61;52;56;51;49;60;72;64;57;48;72;63;56;48;60;71;69;64;68;59;46;68;59;52;54;54;74;63;-1;64;60;63;66;75;66;65;53;50;56;
40;60;60;52;64;69;54;66;55;46;56;63;46;64;56;57;61;72;71;54;75;67;57;52;72;59;-1;50;54;68;60;60;52;66;70;-1;61;48;68;63;53;45;66;49;48;59;63;64;56;74;57;64;74;65;54;66;51;56;68;60;
41;60;54;48;63;69;54;60;49;62;55;50;47;48;65;68;63;48;70;51;62;53;66;56;56;56;51;60;64;48;70;50;72;56;60;69;64;64;64;54;67;58;69;50;72;57;52;55;72;73;70;65;58;71;60;66;51;57;72;66;
42;60;52;59;55;60;74;57;48;60;57;48;66;68;64;56;61;68;67;49;54;54;57;64;-1;56;75;66;69;50;74;46;70;51;54;45;64;-1;56;63;66;66;71;53;52;59;64;56;52;54;72;63;60;72;63;46;60;65;61;68;
43;60;54;56;66;61;60;72;71;46;54;60;65;64;45;-1;68;52;72;63;69;68;74;63;53;70;54;57;61;56;64;56;64;59;63;66;50;67;57;46;52;51;57;48;68;52;-1;75;56;55;60;66;74;49;48;60;59;54;64;66;
44;60;69;46;64;72;67;59;68;66;48;45;59;74;65;56;60;54;56;56;71;57;-1;60;70;68;66;63;57;54;68;52;66;63;57;54;52;50;60;-1;63;49;64;64;66;60;64;55;46;61;75;72;54;52;61;53;48;56;74;51;
45;60;70;67;70;62;55;66;73;54;48;51;62;72;72;64;64;70;49;57;55;64;60;48;60;51;52;64;51;63;54;66;57;69;56;68;69;60;72;60;56;65;63;71;50;56;56;48;48;58;69;72;66;47;54;65;58;50;53;50;
46;60;56;57;49;70;58;68;64;66;66;72;60;48;65;65;64;72;53;50;54;64;70;48;69;57;62;69;69;60;73;47;60;51;51;58;63;51;72;50;56;66;70;67;48;56;55;55;72;60;48;54;54;56;52;62;50;71;63;64;
47;60;67;45;60;57;66;52;52;49;64;72;48;69;59;59;54;-1;63;66;50;64;55;54;56;46;68;74;56;60;57;63;60;64;46;52;74;64;66;65;56;70;54;57;-1;66;61;61;51;72;48;56;71;68;68;54;63;60;75;53;
48;60;63;50;52;54;48;72;55;48;70;56;72;63;51;60;73;69;62;69;70;54;53;64;65;60;66;64;58;49;56;64;71;62;56;54;60;55;56;67;66;50;51;58;51;47;60;69;57;48;64;50;72;65;48;72;66;68;70;57;
49;60;73;64;60;63;69;71;69;50;62;62;57;52;69;56;48;54;70;54;64;48;54;60;50;72;53;55;72;55;64;56;65;48;65;67;48;70;60;66;72;56;66;50;66;72;64;51;68;63;58;58;70;51;49;51;57;60;56;47;
50;60;64;59;48;74;60;56;-1;68;57;52;57;50;63;64;64;61;54;53;74;69;72;68;45;65;54;71;60;66;54;66;54;60;49;66;55;75;52;48;51;46;67;66;59;56;56;57;70;63;68;63;52;-1;64;60;46;72;61;56;
51;60;69;62;48;48;53;56;48;56;64;58;57;73;71;57;54;54;55;65;70;66;51;70;60;64;69;52;70;60;72;48;60;50;68;51;56;60;50;69;54;50;55;65;66;66;63;49;47;63;62;56;64;72;64;67;72;72;58;51;
52;60;68;51;54;74;57;56;63;48;66;53;68;61;70;52;60;54;-1;72;57;75;71;61;56;46;56;55;54;64;60;60;56;66;65;64;74;64;59;49;45;63;48;-1;66;60;68;50;59;52;67;54;72;57;64;63;46;66;69;52;
53;60;60;71;62;52;48;54;54;72;72;56;65;70;72;50;64;63;70;51;56;73;63;69;62;69;54;64;60;53;55;65;67;60;56;66;51;58;51;57;47;64;69;50;57;56;70;48;50;55;64;48;48;66;66;72;68;58;49;60;
54;60;63;52;71;64;74;-1;67;66;74;68;72;56;66;45;50;64;68;48;60;61;60;64;66;54;69;57;61;57;55;65;63;59;63;51;66;54;56;60;59;60;72;52;56;70;75;54;64;48;52;46;54;53;-1;46;56;49;68;57;
55;60;74;68;50;61;69;65;66;60;75;46;56;63;-1;72;64;60;57;63;54;72;54;54;49;52;67;56;68;64;61;59;56;52;64;53;68;71;66;66;48;66;57;63;60;56;48;-1;57;64;74;45;60;54;55;51;59;70;52;46;
56;60;71;-1;74;56;50;48;60;54;61;65;63;54;59;52;75;48;54;46;68;63;64;67;68;66;64;60;64;69;57;63;51;56;60;56;54;52;53;56;57;52;74;66;72;45;68;61;66;57;55;59;66;60;72;70;64;46;-1;49;
57;60;64;66;56;70;70;57;48;67;49;69;48;70;57;56;58;62;55;68;69;55;64;69;72;66;60;60;66;73;48;72;47;54;60;60;54;48;51;56;65;51;52;65;58;62;64;63;50;72;51;71;53;72;63;50;50;64;54;56;
58;60;60;60;68;68;54;56;50;51;-1;66;59;54;72;65;52;74;57;64;67;57;75;74;54;56;71;64;72;63;61;59;57;48;56;49;64;66;46;45;63;53;56;63;46;68;55;48;66;61;54;-1;69;70;64;66;52;52;60;60;
