  b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42
a
0;-1;36;52;49;36;49;39;31;52;57;39;36;49;57;57;57;36;57;31;49;49;36;52;39;39;57;31;52;31;31;31;39;52;49;31;36;57;49;39;52;39;36;52;
1;44;34;48;47;52;37;36;48;55;38;48;45;35;46;43;54;48;52;48;51;38;-1;-1;50;37;40;36;40;34;45;42;53;43;40;50;33;40;52;51;36;41;40;54;
2;44;56;36;46;49;45;34;35;46;45;46;52;48;48;38;44;38;40;43;33;32;49;39;56;55;45;48;50;44;50;40;40;36;42;43;42;53;54;43;39;42;52;32;
3;44;42;50;33;52;46;43;40;39;38;34;52;42;45;40;45;56;53;44;32;48;49;39;40;56;44;35;32;43;48;43;46;36;54;50;49;48;45;42;36;55;38;46;
4;44;48;43;37;-1;52;48;36;54;54;53;52;38;40;38;40;40;43;42;47;51;33;55;37;41;46;45;48;48;50;48;50;36;35;34;34;52;40;36;-1;51;45;40;
5;44;38;36;45;49;54;46;48;32;44;40;49;32;53;45;45;52;38;40;46;33;42;46;55;42;48;50;36;43;43;35;56;39;48;44;56;40;42;34;39;43;52;50;
6;44;34;48;47;52;37;36;48;55;38;48;45;35;46;43;54;48;52;48;51;38;-1;-1;50;37;40;36;40;34;45;42;53;43;40;50;33;40;52;51;36;41;40;54;
7;44;52;39;42;56;48;56;43;36;48;55;42;46;38;45;53;49;44;48;54;45;38;50;43;34;40;44;39;35;43;50;42;46;33;40;52;45;32;40;32;46;49;36;
8;44;38;36;45;49;54;46;48;32;44;40;49;32;53;45;45;52;38;40;46;33;42;46;55;42;48;50;36;43;43;35;56;39;48;44;56;40;42;34;39;43;52;50;
9;44;33;40;51;45;47;51;42;-1;43;36;40;40;40;52;38;34;40;34;38;35;52;36;53;50;54;48;54;50;36;48;48;48;52;45;-1;46;37;41;43;37;48;55;
10;44;40;36;52;33;40;53;45;40;40;50;-1;51;52;54;46;45;38;48;37;47;34;54;41;51;40;50;43;42;34;36;37;-1;38;48;48;43;35;48;55;36;52;48;
11;44;33;40;51;45;47;51;42;-1;43;36;40;40;40;52;38;34;40;34;38;35;52;36;53;50;54;48;54;50;36;48;48;48;52;45;-1;46;37;41;43;37;48;55;
12;44;56;36;46;49;45;34;35;46;45;46;52;48;48;38;44;38;40;43;33;32;49;39;56;55;45;48;50;44;50;40;40;36;42;43;42;53;54;43;39;42;52;32;
13;44;-1;54;38;40;51;41;48;36;52;51;48;52;54;40;43;33;46;50;35;40;45;43;48;53;38;42;55;45;48;34;36;40;37;36;52;40;47;37;48;50;34;-1;
14;44;52;55;35;48;38;37;34;43;40;41;34;37;38;46;52;-1;40;45;40;52;40;48;36;48;43;48;-1;36;42;50;51;54;47;48;45;54;51;50;40;53;33;36;
15;44;48;43;37;-1;52;48;36;54;54;53;52;38;40;38;40;40;43;42;47;51;33;55;37;41;46;45;48;48;50;48;50;36;35;34;34;52;40;36;-1;51;45;40;
16;44;40;36;52;33;40;53;45;40;40;50;-1;51;52;54;46;45;38;48;37;47;34;54;41;51;40;50;43;42;34;36;37;-1;38;48;48;43;35;48;55;36;52;48;
17;44;40;36;52;33;40;53;45;40;40;50;-1;51;52;54;46;45;38;48;37;47;34;54;41;51;40;50;43;42;34;36;37;-1;38;48;48;43;35;48;55;36;52;48;
18;44;42;50;33;52;46;43;40;39;38;34;52;42;45;40;45;56;53;44;32;48;49;39;40;56;44;35;32;43;48;43;46;36;54;50;49;48;45;42;36;55;38;46;
19;44;49;46;48;38;32;55;44;36;53;42;56;45;45;48;40;49;45;50;42;54;52;36;34;46;38;43;39;48;40;43;43;32;46;35;52;44;33;56;50;40;42;39;
