   b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82
a
68;84;-72;75;84;-88;96;81;89;99;75;-72;100;78;90;86;91;87;78;-88;76;-88;91;-84;68;75;79;96;98;81;94;98;95;78;-76;84;70;80;93;70;92;72;95;73;96;76;98;75;88;98;84;-92;90;73;70;74;87;70;72;89;93;100;-84;77;-80;92;-80;90;81;77;82;78;90;68;-96;93;69;79;87;72;-80;84;93;-96;
69;84;94;89;-88;-76;77;99;93;90;78;95;78;87;98;93;-88;84;72;75;70;-96;81;72;84;78;-84;89;80;-80;100;72;82;91;76;-96;76;98;87;68;73;93;98;70;75;95;100;81;70;92;-72;92;77;86;96;68;-88;88;79;-84;90;84;96;87;-72;98;93;96;84;-80;75;70;81;90;73;90;78;75;69;91;-92;-80;79;74;
70;84;78;75;80;98;100;68;-72;90;79;93;84;-84;-96;75;86;96;70;-92;77;93;84;91;98;92;90;-80;69;-88;87;81;72;73;92;79;96;78;94;95;70;-80;87;81;-88;98;73;74;90;72;89;76;95;96;87;81;-80;99;-88;78;76;70;77;84;75;91;-76;98;72;82;93;-72;-84;84;75;89;78;-96;100;68;70;88;93;90;
71;-84;94;75;-96;84;69;68;-100;83;-80;86;78;79;69;90;67;;82;88;91;92;75;-88;95;85;66;97;93;90;88;80;86;96;90;90;81;72;-96;78;83;88;-96;-72;80;85;90;-72;96;87;78;78;72;82;88;80;78;75;71;102;83;73;-80;93;76;77;80;86;;101;78;99;89;90;82;-88;85;-68;100;99;84;-72;93;74;
72;-84;83;81;78;99;-72;-88;93;71;90;-80;101;85;92;84;78;86;-100;86;-72;88;100;88;88;69;77;88;;85;72;93;-96;93;78;90;82;78;66;94;73;72;79;89;96;95;74;102;90;86;78;90;75;-72;75;96;83;;80;91;99;80;80;68;80;-96;82;-68;82;90;84;76;83;67;-88;78;97;75;-80;-96;69;90;87;85;
73;-84;86;92;80;88;78;73;99;-72;-100;82;93;-96;96;71;;100;84;90;85;90;85;80;77;-88;94;78;75;86;-96;72;-80;89;93;83;88;90;78;87;102;101;99;69;67;66;81;90;78;80;85;75;79;-88;96;-72;82;93;90;74;-80;91;88;83;78;83;78;84;68;;97;72;-72;75;86;-68;-96;69;95;90;80;88;76;82;
74;-84;80;73;-100;-96;;90;85;-88;75;72;93;90;102;69;81;80;79;-72;90;91;78;84;97;75;-96;90;76;86;88;99;82;96;100;85;80;94;86;-80;83;78;101;67;90;85;-88;82;74;88;83;68;72;86;69;80;82;92;78;-72;93;71;84;90;77;78;-96;89;88;87;99;66;78;75;96;93;-80;83;78;;-72;-68;95;88;
75;84;75;-88;98;80;98;74;-80;68;93;89;87;79;84;96;73;-84;78;-80;96;86;68;78;95;-92;93;77;87;84;78;91;98;92;98;72;90;69;-72;-72;76;81;93;75;87;92;-96;-96;99;78;96;70;76;70;77;90;84;81;91;75;-76;73;90;100;82;72;-88;90;-84;95;72;84;89;81;79;75;100;-88;94;70;88;70;-80;93;
76;-84;101;88;78;95;83;-68;-80;-72;86;;94;78;80;83;85;-80;100;93;96;96;82;75;99;78;88;66;86;99;76;87;90;88;-96;89;75;-96;97;78;84;77;78;90;91;84;90;71;-72;93;79;-72;80;78;81;92;69;82;102;80;90;69;93;86;72;72;75;68;-88;83;85;88;90;74;;82;-96;-88;-100;85;73;90;80;67;
77;84;91;73;-80;-72;-84;96;92;75;68;76;-80;84;75;98;90;-88;79;75;81;96;96;88;77;81;98;98;82;89;81;84;78;99;94;-92;90;75;98;90;68;-72;95;73;-96;100;78;70;93;78;-76;74;69;90;84;87;79;86;70;70;87;91;80;72;72;87;93;89;-80;78;70;93;84;-88;92;100;93;76;72;-84;-96;-88;95;77;
78;84;76;96;84;-72;74;91;93;-88;92;79;82;98;93;70;-80;72;-72;98;81;-92;100;87;87;100;91;-80;96;78;95;69;80;84;95;75;75;89;90;78;70;78;-84;-84;90;98;90;78;79;93;93;73;84;88;99;73;90;72;-88;77;68;81;81;68;-76;87;70;-96;96;-88;98;75;70;86;89;76;-80;75;77;94;-96;84;72;92;
79;-84;85;69;78;86;80;67;83;92;77;66;78;80;-88;81;84;88;94;90;68;78;78;78;;73;75;80;97;99;86;85;72;-72;-96;75;-72;-100;72;79;75;82;-80;-88;86;93;89;96;-68;-96;93;-72;-96;96;83;82;69;71;88;93;95;;90;90;90;100;78;74;80;84;87;-80;88;90;102;91;76;85;101;88;82;90;99;83;
80;-84;85;;83;72;80;81;93;91;78;-96;99;99;93;80;-72;78;80;-88;90;68;93;82;80;71;78;-96;90;66;82;-80;94;-68;101;73;82;85;72;90;92;79;84;84;89;76;78;96;83;86;95;67;-100;74;-88;86;102;78;-72;90;97;88;86;75;100;78;-80;88;90;-96;88;75;69;69;-72;90;77;75;87;88;96;85;;83;
81;84;100;-84;-76;76;87;90;87;96;87;98;70;84;100;90;-96;-72;91;78;96;74;-80;79;-88;91;96;93;98;93;78;93;75;-88;95;73;70;92;69;84;86;79;80;88;89;82;84;99;76;98;95;73;-80;93;75;90;75;70;75;72;77;-80;89;-88;94;72;90;77;-96;-72;78;68;84;98;70;81;72;81;78;81;92;-92;-84;68;
82;-84;76;80;95;-96;86;-72;97;68;78;78;88;-80;90;82;96;79;85;78;81;67;99;102;78;88;93;-80;-96;75;94;77;85;85;84;;96;93;-100;99;78;80;86;82;88;90;69;-68;75;72;;84;83;83;91;74;93;-72;-88;75;80;90;66;69;101;87;90;83;89;72;86;78;-88;80;90;90;100;71;-96;82;-72;73;88;92;
