   b;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72
a
28;-90;-64;73;88;70;82;-68;75;77;78;77;58;63;68;69;74;64;85;-80;-88;62;81;78;67;75;63;67;-72;78;66;84;88;70;-64;72;80;88;88;80;72;-64;70;88;84;66;78;-72;67;63;75;67;78;81;62;-88;-80;85;64;74;69;68;63;58;77;78;77;75;-68;82;70;88;73;-64;
29;58;63;76;70;66;85;82;-76;71;73;73;78;74;75;-60;60;86;60;79;60;85;71;70;81;64;80;78;67;68;-68;-84;84;-84;-81;-80;90;70;70;90;-80;-81;-84;84;-84;-68;68;67;78;80;64;81;70;71;85;60;79;60;86;60;-60;75;74;78;73;73;71;-76;82;85;66;70;76;63;
30;58;64;80;63;81;78;76;70;67;70;71;68;66;85;-68;85;60;-84;82;79;84;-76;60;-84;71;86;-81;73;60;-80;73;-60;90;78;75;70;74;74;70;75;78;90;-60;73;-80;60;73;-81;86;71;-84;60;-76;84;79;82;-84;60;85;-68;85;66;68;71;70;67;70;76;78;81;63;80;64;
31;58;63;76;70;66;85;82;-76;71;73;73;78;74;75;-60;60;86;60;79;60;85;71;70;81;64;80;78;67;68;-68;-84;84;-84;-81;-80;90;70;70;90;-80;-81;-84;84;-84;-68;68;67;78;80;64;81;70;71;85;60;79;60;86;60;-60;75;74;78;73;73;71;-76;82;85;66;70;76;63;
32;-80;-84;87;77;78;-76;66;-72;72;84;-63;85;72;67;;78;64;82;-88;75;80;62;65;-80;80;69;72;70;65;59;76;83;87;60;74;58;76;76;58;74;60;87;83;76;59;65;70;72;69;80;-80;65;62;80;75;-88;82;64;78;;67;72;85;-63;84;72;-72;66;-76;78;77;87;-84;
33;-90;-72;-88;77;80;58;64;84;88;75;78;82;70;69;68;-64;-68;81;63;73;66;85;77;88;78;-80;78;-64;67;62;75;72;63;74;88;70;67;67;70;88;74;63;72;75;62;67;-64;78;-80;78;88;77;85;66;73;63;81;-68;-64;68;69;70;82;78;75;88;84;64;58;80;77;-88;-72;
34;-90;75;63;-64;67;67;73;78;-72;88;81;78;70;62;66;82;-88;84;-68;-80;88;75;85;70;77;64;-64;78;74;72;77;69;80;58;68;88;63;63;88;68;58;80;69;77;72;74;78;-64;64;77;70;85;75;88;-80;-68;84;-88;82;66;62;70;78;81;88;-72;78;73;67;67;-64;63;75;
35;-68;85;68;-72;88;-68;81;71;-76;66;78;-72;76;84;82;70;;68;74;89;73;64;-64;63;86;65;61;83;76;61;76;-60;83;90;79;70;-72;-72;70;79;90;83;-60;76;61;76;83;61;65;86;63;-64;64;73;89;74;68;;70;82;84;76;-72;78;66;-76;71;81;-68;88;-72;68;85;
36;-80;70;75;72;58;85;64;76;77;80;65;-76;87;;67;60;66;62;69;87;59;82;-63;76;84;-88;65;-84;72;80;-72;74;72;78;83;78;-80;-80;78;83;78;72;74;-72;80;72;-84;65;-88;84;76;-63;82;59;87;69;62;66;60;67;;87;-76;65;80;77;76;64;85;58;72;75;70;
37;-80;-84;87;77;78;-76;66;-72;72;84;-63;85;72;67;;78;64;82;-88;75;80;62;65;-80;80;69;72;70;65;59;76;83;87;60;74;58;76;76;58;74;60;87;83;76;59;65;70;72;69;80;-80;65;62;80;75;-88;82;64;78;;67;72;85;-63;84;72;-72;66;-76;78;77;87;-84;
38;-68;83;89;-76;70;-72;;76;-72;86;-64;-68;83;82;84;90;81;64;65;68;61;68;78;-72;66;74;76;85;61;73;71;79;76;70;-60;88;63;63;88;-60;70;76;79;71;73;61;85;76;74;66;-72;78;68;61;68;65;64;81;90;84;82;83;-68;-64;86;-72;76;;-72;70;-76;89;83;
39;-90;78;-80;-72;88;78;-88;77;-64;77;85;67;80;66;62;58;73;75;64;63;72;84;81;63;88;-68;74;75;-64;88;78;68;70;82;69;67;70;70;67;69;82;70;68;78;88;-64;75;74;-68;88;63;81;84;72;63;64;75;73;58;62;66;80;67;85;77;-64;77;-88;78;88;-72;-80;78;
40;-90;-64;73;88;70;82;-68;75;77;78;77;58;63;68;69;74;64;85;-80;-88;62;81;78;67;75;63;67;-72;78;66;84;88;70;-64;72;80;88;88;80;72;-64;70;88;84;66;78;-72;67;63;75;67;78;81;62;-88;-80;85;64;74;69;68;63;58;77;78;77;75;-68;82;70;88;73;-64;
41;-80;70;75;72;58;85;64;76;77;80;65;-76;87;;67;60;66;62;69;87;59;82;-63;76;84;-88;65;-84;72;80;-72;74;72;78;83;78;-80;-80;78;83;78;72;74;-72;80;72;-84;65;-88;84;76;-63;82;59;87;69;62;66;60;67;;87;-76;65;80;77;76;64;85;58;72;75;70;
42;58;67;60;71;90;78;86;-84;70;64;70;85;-84;-60;75;-81;82;71;80;76;-68;60;73;70;73;79;68;63;78;85;-76;-80;74;60;84;66;81;81;66;84;60;74;-80;-76;85;78;63;68;79;73;70;73;60;-68;76;80;71;82;-81;75;-60;-84;85;70;64;70;-84;86;78;90;71;60;67;
43;58;73;79;67;70;68;60;73;63;71;60;78;90;-68;85;78;76;-76;86;80;-80;-84;71;74;70;82;60;64;-81;84;70;75;66;85;-60;81;-84;-84;81;-60;85;66;75;70;84;-81;64;60;82;70;74;71;-84;-80;80;86;-76;76;78;85;-68;90;78;60;71;63;73;60;68;70;67;79;73;
44;58;67;60;71;90;78;86;-84;70;64;70;85;-84;-60;75;-81;82;71;80;76;-68;60;73;70;73;79;68;63;78;85;-76;-80;74;60;84;66;81;81;66;84;60;74;-80;-76;85;78;63;68;79;73;70;73;60;-68;76;80;71;82;-81;75;-60;-84;85;70;64;70;-84;86;78;90;71;60;67;
45;-90;-72;-88;77;80;58;64;84;88;75;78;82;70;69;68;-64;-68;81;63;73;66;85;77;88;78;-80;78;-64;67;62;75;72;63;74;88;70;67;67;70;88;74;63;72;75;62;67;-64;78;-80;78;88;77;85;66;73;63;81;-68;-64;68;69;70;82;78;75;88;84;64;58;80;77;-88;-72;
46;-68;-72;81;66;76;70;74;64;86;83;76;90;-72;79;-60;76;65;-64;89;;84;78;71;88;85;68;-68;-76;-72;82;68;73;63;61;61;83;70;70;83;61;61;63;73;68;82;-72;-76;-68;68;85;88;71;78;84;;89;-64;65;76;-60;79;-72;90;76;83;86;64;74;70;76;66;81;-72;
47;58;70;82;73;74;60;79;71;64;67;-84;-81;70;-80;84;68;80;70;60;86;75;73;-76;66;63;76;85;71;78;-60;60;85;81;78;-68;-84;90;90;-84;-68;78;81;85;60;-60;78;71;85;76;63;66;-76;73;75;86;60;70;80;68;84;-80;70;-81;-84;67;64;71;79;60;74;73;82;70;
48;-68;86;65;85;63;61;68;-64;83;-72;64;76;88;73;61;-68;89;76;81;74;-60;71;68;83;-76;;90;66;70;79;78;82;70;-72;84;-72;76;76;-72;84;-72;70;82;78;79;70;66;90;;-76;83;68;71;-60;74;81;76;89;-68;61;73;88;76;64;-72;83;-64;68;61;63;85;65;86;
49;-68;-76;;86;83;90;65;68;66;85;71;70;63;-60;79;61;74;78;68;81;82;-64;76;70;83;89;-72;-72;-68;84;64;61;-72;76;73;76;88;88;76;73;76;-72;61;64;84;-68;-72;-72;89;83;70;76;-64;82;81;68;78;74;61;79;-60;63;70;71;85;66;68;65;90;83;86;;-76;
50;-68;85;68;-72;88;-68;81;71;-76;66;78;-72;76;84;82;70;;68;74;89;73;64;-64;63;86;65;61;83;76;61;76;-60;83;90;79;70;-72;-72;70;79;90;83;-60;76;61;76;83;61;65;86;63;-64;64;73;89;74;68;;70;82;84;76;-72;78;66;-76;71;81;-68;88;-72;68;85;
51;58;73;79;67;70;68;60;73;63;71;60;78;90;-68;85;78;76;-76;86;80;-80;-84;71;74;70;82;60;64;-81;84;70;75;66;85;-60;81;-84;-84;81;-60;85;66;75;70;84;-81;64;60;82;70;74;71;-84;-80;80;86;-76;76;78;85;-68;90;78;60;71;63;73;60;68;70;67;79;73;
52;58;73;79;67;70;68;60;73;63;71;60;78;90;-68;85;78;76;-76;86;80;-80;-84;71;74;70;82;60;64;-81;84;70;75;66;85;-60;81;-84;-84;81;-60;85;66;75;70;84;-81;64;60;82;70;74;71;-84;-80;80;86;-76;76;78;85;-68;90;78;60;71;63;73;60;68;70;67;79;73;
53;-90;75;63;-64;67;67;73;78;-72;88;81;78;70;62;66;82;-88;84;-68;-80;88;75;85;70;77;64;-64;78;74;72;77;69;80;58;68;88;63;63;88;68;58;80;69;77;72;74;78;-64;64;77;70;85;75;88;-80;-68;84;-88;82;66;62;70;78;81;88;-72;78;73;67;67;-64;63;75;
54;-68;66;74;83;-72;76;89;78;85;-76;68;61;70;61;73;-72;68;71;;65;79;76;64;76;-72;81;70;86;90;-60;-64;84;88;-68;82;63;83;83;63;82;-68;88;84;-64;-60;90;86;70;81;-72;76;64;76;79;65;;71;68;-72;73;61;70;61;68;-76;85;78;89;76;-72;83;74;66;
55;-80;84;-88;70;76;65;75;-63;-84;72;82;72;58;59;80;85;87;-72;64;69;74;76;62;72;77;66;78;80;60;83;65;67;78;-76;;-80;87;87;-80;;-76;78;67;65;83;60;80;78;66;77;72;62;76;74;69;64;-72;87;85;80;59;58;72;82;72;-84;-63;75;65;76;70;-88;84;
56;-90;77;64;75;70;-64;63;85;78;-64;75;74;67;88;72;67;-80;77;73;-68;69;78;84;80;-72;-88;58;88;82;68;81;66;88;78;62;63;70;70;63;62;78;88;66;81;68;82;88;58;-88;-72;80;84;78;69;-68;73;77;-80;67;72;88;67;74;75;-64;78;85;63;-64;70;75;64;77;
57;-80;80;69;-84;-80;72;87;65;70;77;62;65;78;80;59;-76;75;76;66;-88;83;-72;82;87;72;64;60;84;78;74;-63;;58;85;67;76;72;72;76;67;85;58;;-63;74;78;84;60;64;72;87;82;-72;83;-88;66;76;75;-76;59;80;78;65;62;77;70;65;87;72;-80;-84;69;80;
58;58;71;86;64;-84;-81;80;60;73;63;-76;60;81;84;-80;78;79;73;76;82;-60;70;-84;90;67;60;78;70;85;75;71;-68;70;68;85;74;66;66;74;85;68;70;-68;71;75;85;70;78;60;67;90;-84;70;-60;82;76;73;79;78;-80;84;81;60;-76;63;73;60;80;-81;-84;64;86;71;
59;-90;75;63;-64;67;67;73;78;-72;88;81;78;70;62;66;82;-88;84;-68;-80;88;75;85;70;77;64;-64;78;74;72;77;69;80;58;68;88;63;63;88;68;58;80;69;77;72;74;78;-64;64;77;70;85;75;88;-80;-68;84;-88;82;66;62;70;78;81;88;-72;78;73;67;67;-64;63;75;
60;58;67;60;71;90;78;86;-84;70;64;70;85;-84;-60;75;-81;82;71;80;76;-68;60;73;70;73;79;68;63;78;85;-76;-80;74;60;84;66;81;81;66;84;60;74;-80;-76;85;78;63;68;79;73;70;73;60;-68;76;80;71;82;-81;75;-60;-84;85;70;64;70;-84;86;78;90;71;60;67;
61;-68;85;68;-72;88;-68;81;71;-76;66;78;-72;76;84;82;70;;68;74;89;73;64;-64;63;86;65;61;83;76;61;76;-60;83;90;79;70;-72;-72;70;79;90;83;-60;76;61;76;83;61;65;86;63;-64;64;73;89;74;68;;70;82;84;76;-72;78;66;-76;71;81;-68;88;-72;68;85;
62;58;71;86;64;-84;-81;80;60;73;63;-76;60;81;84;-80;78;79;73;76;82;-60;70;-84;90;67;60;78;70;85;75;71;-68;70;68;85;74;66;66;74;85;68;70;-68;71;75;85;70;78;60;67;90;-84;70;-60;82;76;73;79;78;-80;84;81;60;-76;63;73;60;80;-81;-84;64;86;71;
63;-90;88;-68;78;63;74;-80;81;75;-72;84;-64;88;72;88;78;63;78;-88;64;68;77;75;70;-64;73;82;77;58;69;85;62;67;67;66;70;80;80;70;66;67;67;62;85;69;58;77;82;73;-64;70;75;77;68;64;-88;78;63;78;88;72;88;-64;84;-72;75;81;-80;74;63;78;-68;88;
64;-80;72;64;80;87;60;69;82;84;-84;-72;78;-80;83;74;72;-88;-63;87;66;;65;76;58;70;75;85;77;-76;67;62;59;76;65;80;72;78;78;72;80;65;76;59;62;67;-76;77;85;75;70;58;76;65;;66;87;-63;-88;72;74;83;-80;78;-72;-84;84;82;69;60;87;80;64;72;
65;-80;77;66;84;72;78;-88;62;80;70;76;60;76;74;83;65;69;65;75;64;67;-63;-72;78;-84;87;-76;72;85;;82;80;-80;72;59;87;58;58;87;59;72;-80;80;82;;85;72;-76;87;-84;78;-72;-63;67;64;75;65;69;65;83;74;76;60;76;70;80;62;-88;78;72;84;66;77;
66;-90;88;-68;78;63;74;-80;81;75;-72;84;-64;88;72;88;78;63;78;-88;64;68;77;75;70;-64;73;82;77;58;69;85;62;67;67;66;70;80;80;70;66;67;67;62;85;69;58;77;82;73;-64;70;75;77;68;64;-88;78;63;78;88;72;88;-64;84;-72;75;81;-80;74;63;78;-68;88;
67;-68;66;74;83;-72;76;89;78;85;-76;68;61;70;61;73;-72;68;71;;65;79;76;64;76;-72;81;70;86;90;-60;-64;84;88;-68;82;63;83;83;63;82;-68;88;84;-64;-60;90;86;70;81;-72;76;64;76;79;65;;71;68;-72;73;61;70;61;68;-76;85;78;89;76;-72;83;74;66;
68;-90;-72;-88;77;80;58;64;84;88;75;78;82;70;69;68;-64;-68;81;63;73;66;85;77;88;78;-80;78;-64;67;62;75;72;63;74;88;70;67;67;70;88;74;63;72;75;62;67;-64;78;-80;78;88;77;85;66;73;63;81;-68;-64;68;69;70;82;78;75;88;84;64;58;80;77;-88;-72;
69;-80;70;75;72;58;85;64;76;77;80;65;-76;87;;67;60;66;62;69;87;59;82;-63;76;84;-88;65;-84;72;80;-72;74;72;78;83;78;-80;-80;78;83;78;72;74;-72;80;72;-84;65;-88;84;76;-63;82;59;87;69;62;66;60;67;;87;-76;65;80;77;76;64;85;58;72;75;70;
70;-68;-76;;86;83;90;65;68;66;85;71;70;63;-60;79;61;74;78;68;81;82;-64;76;70;83;89;-72;-72;-68;84;64;61;-72;76;73;76;88;88;76;73;76;-72;61;64;84;-68;-72;-72;89;83;70;76;-64;82;81;68;78;74;61;79;-60;63;70;71;85;66;68;65;90;83;86;;-76;
71;-80;80;69;-84;-80;72;87;65;70;77;62;65;78;80;59;-76;75;76;66;-88;83;-72;82;87;72;64;60;84;78;74;-63;;58;85;67;76;72;72;76;67;85;58;;-63;74;78;84;60;64;72;87;82;-72;83;-88;66;76;75;-76;59;80;78;65;62;77;70;65;87;72;-80;-84;69;80;
72;-80;77;66;84;72;78;-88;62;80;70;76;60;76;74;83;65;69;65;75;64;67;-63;-72;78;-84;87;-76;72;85;;82;80;-80;72;59;87;58;58;87;59;72;-80;80;82;;85;72;-76;87;-84;78;-72;-63;67;64;75;65;69;65;83;74;76;60;76;70;80;62;-88;78;72;84;66;77;
